Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
51,52,6,5,46,46,1,train/17/00017_00003_00027.png
56,57,6,6,50,51,1,train/17/00017_00003_00028.png
61,62,6,6,56,57,1,train/17/00017_00003_00029.png
36,41,4,6,31,36,1,train/17/00017_00004_00000.png
39,41,5,6,33,36,1,train/17/00017_00004_00001.png
41,44,6,6,35,38,1,train/17/00017_00004_00002.png
40,45,5,6,35,40,1,train/17/00017_00004_00003.png
41,45,6,6,36,40,1,train/17/00017_00004_00004.png
43,45,6,5,37,39,1,train/17/00017_00004_00005.png
43,47,6,6,38,42,1,train/17/00017_00004_00006.png
45,49,6,5,40,43,1,train/17/00017_00004_00007.png
46,50,5,6,40,45,1,train/17/00017_00004_00008.png
46,50,5,6,41,45,1,train/17/00017_00004_00009.png
50,51,5,5,45,46,1,train/17/00017_00004_00010.png
52,53,6,5,47,48,1,train/17/00017_00004_00011.png
53,55,6,6,48,49,1,train/17/00017_00004_00012.png
55,55,6,6,50,50,1,train/17/00017_00004_00013.png
56,57,5,5,51,51,1,train/17/00017_00004_00014.png
59,59,6,5,54,54,1,train/17/00017_00004_00015.png
61,61,6,5,56,56,1,train/17/00017_00004_00016.png
63,63,5,5,57,58,1,train/17/00017_00004_00017.png
26,26,5,5,21,21,1,train/17/00017_00004_00018.png
28,28,6,6,23,23,1,train/17/00017_00004_00019.png
28,28,5,5,23,23,1,train/17/00017_00004_00020.png
29,28,6,5,24,23,1,train/17/00017_00004_00021.png
29,29,6,6,24,24,1,train/17/00017_00004_00022.png
30,30,6,6,25,25,1,train/17/00017_00004_00023.png
30,30,5,5,25,25,1,train/17/00017_00004_00024.png
30,30,5,5,25,25,1,train/17/00017_00004_00025.png
32,33,6,6,27,28,1,train/17/00017_00004_00026.png
34,35,6,6,29,30,1,train/17/00017_00004_00027.png
35,35,5,6,30,30,1,train/17/00017_00004_00028.png
35,35,5,6,30,30,1,train/17/00017_00004_00029.png
28,28,5,5,23,23,1,train/17/00017_00005_00000.png
29,28,6,5,24,23,1,train/17/00017_00005_00001.png
29,29,5,5,24,24,1,train/17/00017_00005_00002.png
29,30,5,6,24,25,1,train/17/00017_00005_00003.png
30,30,6,6,25,25,1,train/17/00017_00005_00004.png
29,29,5,5,24,24,1,train/17/00017_00005_00005.png
31,31,5,5,25,25,1,train/17/00017_00005_00006.png
32,32,6,6,27,27,1,train/17/00017_00005_00007.png
33,33,6,6,27,27,1,train/17/00017_00005_00008.png
32,33,5,6,27,28,1,train/17/00017_00005_00009.png
33,34,5,6,28,29,1,train/17/00017_00005_00010.png
35,35,6,6,30,30,1,train/17/00017_00005_00011.png
35,34,5,5,29,29,1,train/17/00017_00005_00012.png
35,36,5,6,30,31,1,train/17/00017_00005_00013.png
36,37,5,5,31,31,1,train/17/00017_00005_00014.png
38,38,6,6,33,33,1,train/17/00017_00005_00015.png
38,38,5,5,33,33,1,train/17/00017_00005_00016.png
40,41,6,6,35,35,1,train/17/00017_00005_00017.png
41,42,5,5,36,36,1,train/17/00017_00005_00018.png
43,43,6,6,38,38,1,train/17/00017_00005_00019.png
44,43,6,5,38,37,1,train/17/00017_00005_00020.png
46,46,5,6,40,41,1,train/17/00017_00005_00021.png
47,48,5,6,42,43,1,train/17/00017_00005_00022.png
49,51,5,6,44,45,1,train/17/00017_00005_00023.png
51,53,5,6,46,47,1,train/17/00017_00005_00024.png
55,55,6,6,50,50,1,train/17/00017_00005_00025.png
56,59,5,6,51,53,1,train/17/00017_00005_00026.png
61,62,5,6,56,57,1,train/17/00017_00005_00027.png
64,66,5,6,59,60,1,train/17/00017_00005_00028.png
73,75,6,7,67,68,1,train/17/00017_00005_00029.png
28,30,5,6,23,25,1,train/17/00017_00006_00000.png
29,29,5,5,24,24,1,train/17/00017_00006_00001.png
30,30,6,5,25,24,1,train/17/00017_00006_00002.png
30,31,6,6,25,26,1,train/17/00017_00006_00003.png
30,31,6,6,25,26,1,train/17/00017_00006_00004.png
31,33,5,6,26,28,1,train/17/00017_00006_00005.png
31,33,5,6,26,28,1,train/17/00017_00006_00006.png
33,34,5,6,27,29,1,train/17/00017_00006_00007.png
34,35,6,6,29,30,1,train/17/00017_00006_00008.png
34,36,5,6,28,30,1,train/17/00017_00006_00009.png
36,37,6,6,30,31,1,train/17/00017_00006_00010.png
37,37,6,6,31,32,1,train/17/00017_00006_00011.png
37,37,6,5,32,32,1,train/17/00017_00006_00012.png
38,38,6,5,33,33,1,train/17/00017_00006_00013.png
40,40,6,5,34,34,1,train/17/00017_00006_00014.png
40,42,6,6,35,37,1,train/17/00017_00006_00015.png
42,43,6,6,36,38,1,train/17/00017_00006_00016.png
43,43,6,5,38,38,1,train/17/00017_00006_00017.png
44,46,5,6,38,41,1,train/17/00017_00006_00018.png
47,47,6,6,41,42,1,train/17/00017_00006_00019.png
47,50,5,6,42,44,1,train/17/00017_00006_00020.png
49,51,6,5,44,45,1,train/17/00017_00006_00021.png
50,54,5,6,45,49,1,train/17/00017_00006_00022.png
52,55,5,5,47,50,1,train/17/00017_00006_00023.png
55,60,5,6,50,55,1,train/17/00017_00006_00024.png
57,62,5,5,52,56,1,train/17/00017_00006_00025.png
62,69,5,6,56,62,1,train/17/00017_00006_00026.png
68,73,7,7,62,67,1,train/17/00017_00006_00027.png
73,80,6,7,66,73,1,train/17/00017_00006_00028.png
84,89,8,7,76,81,1,train/17/00017_00006_00029.png
28,29,6,5,23,24,1,train/17/00017_00007_00000.png
28,29,6,6,23,24,1,train/17/00017_00007_00001.png
28,30,5,6,23,25,1,train/17/00017_00007_00002.png
28,30,5,6,23,25,1,train/17/00017_00007_00003.png
29,32,5,6,24,27,1,train/17/00017_00007_00004.png
30,32,6,6,25,27,1,train/17/00017_00007_00005.png
31,32,6,6,26,27,1,train/17/00017_00007_00006.png
30,32,5,5,25,27,1,train/17/00017_00007_00007.png
30,32,5,6,25,27,1,train/17/00017_00007_00008.png
33,33,6,6,28,28,1,train/17/00017_00007_00009.png
32,34,5,6,27,29,1,train/17/00017_00007_00010.png
33,35,5,6,28,30,1,train/17/00017_00007_00011.png
34,35,6,6,29,30,1,train/17/00017_00007_00012.png
33,36,5,6,28,31,1,train/17/00017_00007_00013.png
35,36,6,6,30,31,1,train/17/00017_00007_00014.png
35,37,6,6,30,32,1,train/17/00017_00007_00015.png
34,37,5,6,29,32,1,train/17/00017_00007_00016.png
37,38,6,6,32,33,1,train/17/00017_00007_00017.png
37,39,6,6,32,34,1,train/17/00017_00007_00018.png
37,39,5,5,32,34,1,train/17/00017_00007_00019.png
37,40,5,6,32,35,1,train/17/00017_00007_00020.png
39,42,6,6,34,37,1,train/17/00017_00007_00021.png
40,42,5,5,35,37,1,train/17/00017_00007_00022.png
40,42,5,5,35,37,1,train/17/00017_00007_00023.png
43,45,5,5,38,40,1,train/17/00017_00007_00024.png
45,46,6,5,40,41,1,train/17/00017_00007_00025.png
44,46,5,5,39,41,1,train/17/00017_00007_00026.png
47,50,6,6,42,45,1,train/17/00017_00007_00027.png
48,52,5,6,43,47,1,train/17/00017_00007_00028.png
52,52,6,5,47,47,1,train/17/00017_00007_00029.png
26,28,6,5,21,23,1,train/17/00017_00008_00000.png
27,29,6,6,22,24,1,train/17/00017_00008_00001.png
27,28,6,5,22,23,1,train/17/00017_00008_00002.png
27,29,6,6,22,24,1,train/17/00017_00008_00003.png
26,29,5,6,21,24,1,train/17/00017_00008_00004.png
27,29,5,5,22,24,1,train/17/00017_00008_00005.png
27,29,5,5,22,24,1,train/17/00017_00008_00006.png
27,30,5,6,22,25,1,train/17/00017_00008_00007.png
27,30,6,5,22,25,1,train/17/00017_00008_00008.png
28,30,5,5,23,25,1,train/17/00017_00008_00009.png
27,29,5,5,22,24,1,train/17/00017_00008_00010.png
27,30,5,5,22,25,1,train/17/00017_00008_00011.png
27,31,5,6,22,26,1,train/17/00017_00008_00012.png
28,30,5,5,23,25,1,train/17/00017_00008_00013.png
28,30,5,5,23,25,1,train/17/00017_00008_00014.png
29,32,5,6,24,27,1,train/17/00017_00008_00015.png
29,32,5,5,24,27,1,train/17/00017_00008_00016.png
29,31,5,5,24,26,1,train/17/00017_00008_00017.png
29,30,6,5,24,25,1,train/17/00017_00008_00018.png
30,31,6,5,25,26,1,train/17/00017_00008_00019.png
30,32,5,6,25,27,1,train/17/00017_00008_00020.png
30,32,5,5,25,27,1,train/17/00017_00008_00021.png
30,33,5,6,25,28,1,train/17/00017_00008_00022.png
31,33,6,6,26,28,1,train/17/00017_00008_00023.png
30,33,5,5,25,28,1,train/17/00017_00008_00024.png
30,34,5,5,25,29,1,train/17/00017_00008_00025.png
30,34,5,5,25,29,1,train/17/00017_00008_00026.png
32,35,6,5,27,30,1,train/17/00017_00008_00027.png
31,36,5,6,26,31,1,train/17/00017_00008_00028.png
33,36,6,6,28,31,1,train/17/00017_00008_00029.png
30,33,6,6,25,28,1,train/17/00017_00009_00000.png
31,33,6,5,26,28,1,train/17/00017_00009_00001.png
31,34,5,5,25,28,1,train/17/00017_00009_00002.png
31,36,5,6,26,30,1,train/17/00017_00009_00003.png
32,36,5,6,26,30,1,train/17/00017_00009_00004.png
34,36,6,6,28,31,1,train/17/00017_00009_00005.png
34,36,6,5,29,31,1,train/17/00017_00009_00006.png
34,37,6,5,29,31,1,train/17/00017_00009_00007.png
33,38,5,6,28,32,1,train/17/00017_00009_00008.png
35,38,6,5,30,32,1,train/17/00017_00009_00009.png
35,38,5,5,30,33,1,train/17/00017_00009_00010.png
35,38,5,5,30,33,1,train/17/00017_00009_00011.png
35,38,5,5,30,33,1,train/17/00017_00009_00012.png
37,41,6,6,31,35,1,train/17/00017_00009_00013.png
37,41,5,5,32,36,1,train/17/00017_00009_00014.png
39,43,5,5,34,38,1,train/17/00017_00009_00015.png
41,46,5,6,36,41,1,train/17/00017_00009_00016.png
44,47,6,6,38,42,1,train/17/00017_00009_00017.png
42,46,5,6,36,41,1,train/17/00017_00009_00018.png
42,48,5,6,37,42,1,train/17/00017_00009_00019.png
44,48,6,6,39,43,1,train/17/00017_00009_00020.png
46,49,6,6,40,44,1,train/17/00017_00009_00021.png
47,50,5,6,41,45,1,train/17/00017_00009_00022.png
48,51,5,5,43,46,1,train/17/00017_00009_00023.png
49,52,5,5,43,47,1,train/17/00017_00009_00024.png
52,56,6,6,47,50,1,train/17/00017_00009_00025.png
54,59,5,6,48,53,1,train/17/00017_00009_00026.png
56,61,5,5,50,55,1,train/17/00017_00009_00027.png
58,64,6,6,53,58,1,train/17/00017_00009_00028.png
62,70,5,7,57,64,1,train/17/00017_00009_00029.png
26,25,6,5,21,20,1,train/17/00017_00010_00000.png
25,25,5,5,20,20,1,train/17/00017_00010_00001.png
27,26,6,5,21,20,1,train/17/00017_00010_00002.png
26,26,5,5,21,21,1,train/17/00017_00010_00003.png
26,27,5,5,21,21,1,train/17/00017_00010_00004.png
27,27,5,5,21,22,1,train/17/00017_00010_00005.png
29,29,6,5,23,23,1,train/17/00017_00010_00006.png
31,30,6,5,25,25,1,train/17/00017_00010_00007.png
32,31,6,5,27,26,1,train/17/00017_00010_00008.png
34,34,6,6,28,28,1,train/17/00017_00010_00009.png
33,34,5,6,28,29,1,train/17/00017_00010_00010.png
33,35,5,6,28,29,1,train/17/00017_00010_00011.png
34,34,5,5,29,29,1,train/17/00017_00010_00012.png
34,36,5,6,29,30,1,train/17/00017_00010_00013.png
35,36,5,6,30,31,1,train/17/00017_00010_00014.png
37,36,6,5,32,31,1,train/17/00017_00010_00015.png
38,38,6,6,32,32,1,train/17/00017_00010_00016.png
38,38,6,6,33,33,1,train/17/00017_00010_00017.png
40,40,5,6,34,35,1,train/17/00017_00010_00018.png
42,42,6,6,36,36,1,train/17/00017_00010_00019.png
41,43,5,6,36,37,1,train/17/00017_00010_00020.png
43,43,6,5,37,37,1,train/17/00017_00010_00021.png
42,45,5,6,37,39,1,train/17/00017_00010_00022.png
44,47,5,6,39,41,1,train/17/00017_00010_00023.png
47,48,6,6,41,43,1,train/17/00017_00010_00024.png
47,49,5,6,42,44,1,train/17/00017_00010_00025.png
50,50,6,6,45,45,1,train/17/00017_00010_00026.png
50,51,6,6,45,46,1,train/17/00017_00010_00027.png
50,52,6,6,45,47,1,train/17/00017_00010_00028.png
50,53,5,6,45,48,1,train/17/00017_00010_00029.png
26,28,5,6,21,23,1,train/17/00017_00011_00000.png
26,28,5,6,21,23,1,train/17/00017_00011_00001.png
27,28,5,5,22,23,1,train/17/00017_00011_00002.png
28,30,5,6,23,25,1,train/17/00017_00011_00003.png
28,29,6,5,23,24,1,train/17/00017_00011_00004.png
27,27,6,5,22,22,1,train/17/00017_00011_00005.png
26,28,5,6,21,23,1,train/17/00017_00011_00006.png
27,28,5,5,22,23,1,train/17/00017_00011_00007.png
28,29,6,6,23,24,1,train/17/00017_00011_00008.png
28,29,6,6,23,24,1,train/17/00017_00011_00009.png
28,30,5,6,23,25,1,train/17/00017_00011_00010.png
28,30,5,6,23,25,1,train/17/00017_00011_00011.png
27,29,5,5,22,24,1,train/17/00017_00011_00012.png
28,30,6,6,23,25,1,train/17/00017_00011_00013.png
28,31,5,6,23,26,1,train/17/00017_00011_00014.png
29,32,5,6,24,27,1,train/17/00017_00011_00015.png
28,30,5,6,23,25,1,train/17/00017_00011_00016.png
29,29,6,5,24,24,1,train/17/00017_00011_00017.png
27,29,5,6,22,24,1,train/17/00017_00011_00018.png
29,29,6,5,24,24,1,train/17/00017_00011_00019.png
29,29,6,5,24,24,1,train/17/00017_00011_00020.png
29,29,6,5,24,24,1,train/17/00017_00011_00021.png
29,29,6,5,24,24,1,train/17/00017_00011_00022.png
29,30,6,5,24,25,1,train/17/00017_00011_00023.png
28,30,5,5,23,25,1,train/17/00017_00011_00024.png
28,30,6,6,23,25,1,train/17/00017_00011_00025.png
29,31,5,5,24,26,1,train/17/00017_00011_00026.png
29,31,5,5,24,26,1,train/17/00017_00011_00027.png
30,32,6,6,25,27,1,train/17/00017_00011_00028.png
28,31,5,6,23,26,1,train/17/00017_00011_00029.png
27,26,6,5,22,21,1,train/17/00017_00012_00000.png
27,26,5,5,22,21,1,train/17/00017_00012_00001.png
28,28,5,6,23,23,1,train/17/00017_00012_00002.png
27,26,5,5,22,21,1,train/17/00017_00012_00003.png
28,28,5,6,23,23,1,train/17/00017_00012_00004.png
29,27,6,6,24,22,1,train/17/00017_00012_00005.png
28,27,5,6,23,22,1,train/17/00017_00012_00006.png
29,27,6,6,24,22,1,train/17/00017_00012_00007.png
29,27,5,5,24,22,1,train/17/00017_00012_00008.png
29,27,5,5,24,22,1,train/17/00017_00012_00009.png
29,28,5,6,24,23,1,train/17/00017_00012_00010.png
30,29,5,6,25,24,1,train/17/00017_00012_00011.png
30,29,5,6,25,24,1,train/17/00017_00012_00012.png
30,28,5,5,25,23,1,train/17/00017_00012_00013.png
28,26,6,5,23,21,1,train/17/00017_00012_00014.png
30,28,6,5,25,23,1,train/17/00017_00012_00015.png
30,29,6,6,25,24,1,train/17/00017_00012_00016.png
30,29,6,6,25,24,1,train/17/00017_00012_00017.png
30,29,5,5,25,24,1,train/17/00017_00012_00018.png
31,31,5,6,26,26,1,train/17/00017_00012_00019.png
31,30,5,5,26,25,1,train/17/00017_00012_00020.png
33,30,6,5,28,25,1,train/17/00017_00012_00021.png
32,30,5,5,27,25,1,train/17/00017_00012_00022.png
34,31,6,6,29,26,1,train/17/00017_00012_00023.png
35,31,6,5,30,26,1,train/17/00017_00012_00024.png
34,32,5,6,29,27,1,train/17/00017_00012_00025.png
34,31,6,5,29,26,1,train/17/00017_00012_00026.png
35,32,6,5,30,27,1,train/17/00017_00012_00027.png
35,34,5,6,30,29,1,train/17/00017_00012_00028.png
35,35,5,6,30,30,1,train/17/00017_00012_00029.png
26,34,5,5,21,29,1,train/17/00017_00013_00000.png
29,37,5,6,24,32,1,train/17/00017_00013_00001.png
29,37,5,6,24,32,1,train/17/00017_00013_00002.png
29,37,5,5,24,32,1,train/17/00017_00013_00003.png
29,37,5,5,24,32,1,train/17/00017_00013_00004.png
29,38,5,6,24,33,1,train/17/00017_00013_00005.png
29,38,5,6,24,33,1,train/17/00017_00013_00006.png
29,38,5,6,24,33,1,train/17/00017_00013_00007.png
29,38,5,6,24,33,1,train/17/00017_00013_00008.png
29,38,5,6,24,33,1,train/17/00017_00013_00009.png
29,38,5,6,24,33,1,train/17/00017_00013_00010.png
29,38,5,6,24,33,1,train/17/00017_00013_00011.png
29,38,5,6,24,33,1,train/17/00017_00013_00012.png
29,38,5,6,24,33,1,train/17/00017_00013_00013.png
29,38,5,6,24,33,1,train/17/00017_00013_00014.png
32,37,6,5,27,32,1,train/17/00017_00013_00015.png
32,38,6,6,27,33,1,train/17/00017_00013_00016.png
31,38,5,6,26,33,1,train/17/00017_00013_00017.png
32,38,6,6,27,33,1,train/17/00017_00013_00018.png
32,38,6,6,27,33,1,train/17/00017_00013_00019.png
32,40,5,6,27,35,1,train/17/00017_00013_00020.png
32,40,5,6,27,35,1,train/17/00017_00013_00021.png
32,40,5,6,27,35,1,train/17/00017_00013_00022.png
33,40,6,6,28,35,1,train/17/00017_00013_00023.png
33,40,6,6,28,35,1,train/17/00017_00013_00024.png
32,40,5,6,27,35,1,train/17/00017_00013_00025.png
33,40,6,6,28,35,1,train/17/00017_00013_00026.png
32,38,6,5,27,33,1,train/17/00017_00013_00027.png
32,38,6,5,27,33,1,train/17/00017_00013_00028.png
33,40,5,5,28,35,1,train/17/00017_00013_00029.png
30,32,5,5,25,27,1,train/17/00017_00014_00000.png
29,31,5,5,24,26,1,train/17/00017_00014_00001.png
29,32,5,5,24,27,1,train/17/00017_00014_00002.png
29,33,5,6,24,28,1,train/17/00017_00014_00003.png
30,32,6,5,25,27,1,train/17/00017_00014_00004.png
30,34,5,6,25,29,1,train/17/00017_00014_00005.png
31,33,6,5,26,28,1,train/17/00017_00014_00006.png
30,34,5,6,25,29,1,train/17/00017_00014_00007.png
31,33,6,5,26,28,1,train/17/00017_00014_00008.png
31,33,6,5,26,28,1,train/17/00017_00014_00009.png
31,34,6,6,26,29,1,train/17/00017_00014_00010.png
30,32,5,6,25,27,1,train/17/00017_00014_00011.png
30,34,5,6,25,29,1,train/17/00017_00014_00012.png
30,33,5,5,25,28,1,train/17/00017_00014_00013.png
31,34,6,5,26,29,1,train/17/00017_00014_00014.png
30,35,5,5,25,30,1,train/17/00017_00014_00015.png
30,35,5,6,25,30,1,train/17/00017_00014_00016.png
30,34,5,5,25,29,1,train/17/00017_00014_00017.png
30,35,5,6,25,30,1,train/17/00017_00014_00018.png
33,37,6,6,28,32,1,train/17/00017_00014_00019.png
33,38,5,6,28,33,1,train/17/00017_00014_00020.png
31,36,6,6,26,31,1,train/17/00017_00014_00021.png
32,37,6,6,27,32,1,train/17/00017_00014_00022.png
33,38,6,6,28,33,1,train/17/00017_00014_00023.png
33,38,6,6,28,33,1,train/17/00017_00014_00024.png
33,38,6,6,28,33,1,train/17/00017_00014_00025.png
34,38,6,5,29,33,1,train/17/00017_00014_00026.png
35,40,6,6,30,35,1,train/17/00017_00014_00027.png
35,40,5,5,30,35,1,train/17/00017_00014_00028.png
36,41,6,6,31,36,1,train/17/00017_00014_00029.png
27,31,6,5,22,26,1,train/17/00017_00015_00000.png
26,31,5,6,21,26,1,train/17/00017_00015_00001.png
27,31,5,5,22,26,1,train/17/00017_00015_00002.png
27,33,5,6,22,28,1,train/17/00017_00015_00003.png
27,32,5,5,22,27,1,train/17/00017_00015_00004.png
33,37,6,5,28,32,1,train/17/00017_00015_00005.png
32,37,5,5,27,32,1,train/17/00017_00015_00006.png
32,38,5,6,27,33,1,train/17/00017_00015_00007.png
33,38,5,5,28,33,1,train/17/00017_00015_00008.png
34,40,5,6,29,35,1,train/17/00017_00015_00009.png
35,41,5,6,30,36,1,train/17/00017_00015_00010.png
35,41,5,6,30,36,1,train/17/00017_00015_00011.png
35,40,5,5,30,35,1,train/17/00017_00015_00012.png
37,41,6,5,32,36,1,train/17/00017_00015_00013.png
38,43,6,6,33,38,1,train/17/00017_00015_00014.png
38,43,6,6,33,38,1,train/17/00017_00015_00015.png
39,44,6,6,34,39,1,train/17/00017_00015_00016.png
39,39,6,5,34,34,1,train/17/00017_00015_00017.png
40,41,6,5,35,36,1,train/17/00017_00015_00018.png
41,43,6,6,36,38,1,train/17/00017_00015_00019.png
41,43,5,5,36,38,1,train/17/00017_00015_00020.png
43,45,6,6,38,40,1,train/17/00017_00015_00021.png
43,45,5,5,38,40,1,train/17/00017_00015_00022.png
44,47,5,6,39,42,1,train/17/00017_00015_00023.png
47,49,6,6,42,44,1,train/17/00017_00015_00024.png
47,50,5,6,42,45,1,train/17/00017_00015_00025.png
48,51,5,5,43,46,1,train/17/00017_00015_00026.png
50,54,6,6,45,49,1,train/17/00017_00015_00027.png
52,55,6,5,47,50,1,train/17/00017_00015_00028.png
